model_alias,batch_size,processing_time,throughput
gpt2-124m,512,1.8932444259990007,270.44
gpt2-124m,1024,2.4465252660156693,418.55
gpt2-124m,2048,4.8290051099902485,424.1
gpt2-124m,4096,None,None
gpt2-124m,8192,None,None
gpt2-124m,16384,None,None
gpt2-124m,32768,None,None
distilgpt2-124m,512,0.8821107660187408,580.43
distilgpt2-124m,1024,1.7022943189949729,601.54
distilgpt2-124m,2048,3.310412616992835,618.65
distilgpt2-124m,4096,None,None
distilgpt2-124m,8192,None,None
distilgpt2-124m,16384,None,None
distilgpt2-124m,32768,None,None
gptneo-125m,512,1.1345554080035072,451.28
gptneo-125m,1024,2.097491208987776,488.2
gptneo-125m,2048,4.057376490003662,504.76
gptneo-125m,4096,None,None
