model_alias,batch_size,processing_time,throughput
gemma-7b,2,0.9599364830000923,2.08
gemma-7b,4,0.9494855470002221,4.21
gemma-7b,4,0.9196291669995844,4.35
gemma-7b,4,0.9334731189992453,4.29
gemma-7b,4,0.9157719690001613,4.37
gemma-7b,4,0.9327141200001279,4.29
gemma-7b,8,1.3407294910002747,5.97
gemma-7b,8,1.2549720360002539,6.37
gemma-7b,8,1.1354453549993195,7.05
gemma-7b,8,1.0973147969998536,7.29
gemma-7b,8,1.2988193659994067,6.16
gemma-7b,16,1.5516800430004878,10.31
gemma-7b,16,1.3455098049998924,11.89
gemma-7b,16,1.4281924550004987,11.2
gemma-7b,16,1.3010473169997567,12.3
gemma-7b,16,1.4475102389997119,11.05
gemma-7b,32,2.2595234009995693,14.16
gemma-7b,32,2.256542979000187,14.18
gemma-7b,32,1.7280430259997956,18.52
gemma-7b,32,2.4116714229994614,13.27
gemma-7b,32,2.414850957999988,13.25
gemma-7b,64,3.5411263440000766,18.07
gemma-7b,64,3.538947453000219,18.08
gemma-7b,64,3.5391411350001363,18.08
gemma-7b,64,3.5591469189994314,17.98
gemma-7b,64,3.5353915929999857,18.1
gemma-7b,128,6.989664488000017,18.31
gemma-7b,128,7.024108786000397,18.22
gemma-7b,128,7.0280704410006365,18.21
gemma-7b,128,6.487746771000275,19.73
gemma-7b,128,6.396171186000174,20.01
gemma-7b,256,None,None
llama3-8b,1,1.0036595609999495,1.0
llama3-8b,1,0.06134464899969316,16.3
llama3-8b,1,0.9461281680005413,1.06
llama3-8b,1,0.9276968109998052,1.08
llama3-8b,1,0.9119052460000603,1.1
llama3-8b,2,0.9648598639996635,2.07
llama3-8b,2,0.9418206290001763,2.12
llama3-8b,2,0.9561150600002293,2.09
llama3-8b,2,0.9759682809999504,2.05
llama3-8b,2,0.9473607469999479,2.11
llama3-8b,4,0.9226567879995855,4.34
llama3-8b,4,0.9235252989992659,4.33
llama3-8b,4,0.9295166729998527,4.3
llama3-8b,4,0.927901213000041,4.31
llama3-8b,4,0.9362378710002304,4.27
llama3-8b,8,1.2166578249998565,6.58
llama3-8b,8,1.0507020080003713,7.61
llama3-8b,8,1.0554290740001306,7.58
llama3-8b,8,1.0497299439994094,7.62
llama3-8b,8,1.1239963250000073,7.12
llama3-8b,16,1.3175100210000892,12.14
llama3-8b,16,1.545655376000468,10.35
llama3-8b,16,1.4887346320001598,10.75
llama3-8b,16,1.3138165380005375,12.18
llama3-8b,16,1.3747972910005046,11.64
llama3-8b,32,2.0809033949999503,15.38
llama3-8b,32,2.153543993000312,14.86
llama3-8b,32,2.3740297709991864,13.48
llama3-8b,32,2.0309665079994375,15.76
llama3-8b,32,1.6936765790005666,18.89
llama3-8b,64,3.4018714740004725,18.81
llama3-8b,64,2.901522507999289,22.06
llama3-8b,64,3.2892099609998695,19.46
llama3-8b,64,3.416895256999851,18.73
llama3-8b,64,3.281345768999927,19.5
llama3-8b,128,5.9988280070001565,21.34
llama3-8b,128,6.302152616000058,20.31
llama3-8b,128,6.838902175999465,18.72
llama3-8b,128,6.838968537000255,18.72
llama3-8b,128,6.829568133999601,18.74
llama3-8b,256,13.1959571590005,19.4
llama3-8b,256,12.151788113999828,21.07
llama3-8b,256,13.209463428000163,19.38
llama3-8b,256,13.206324615000085,19.38
llama3-8b,256,13.202070993999769,19.39
llama3-8b,512,26.0768239909994,19.63
llama3-8b,512,26.080429472000105,19.63
llama3-8b,512,26.05611632900036,19.65
llama3-8b,512,26.059306823999577,19.65
llama3-8b,512,26.022786165999605,19.68
llama3-8b,1024,None,None
